From ERCOT historic data.  No screening or filtering applied.  Data looks good though from basic time series plot (2019),,,,
There is 1 hour of missing demand (2016,11,7,6) which is filled with linear interpolation,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand (MW)
2019,6,25,8,36368.967859
2019,6,25,9,35686.974362
2019,6,25,10,35887.582269
2019,6,25,11,37269.326412
2019,6,25,12,39123.141843
2019,6,25,13,40367.864166
2019,6,25,14,42168.948765
2019,6,25,15,44354.712777
2019,6,25,16,47125.809385
2019,6,25,17,50017.705064
2019,6,25,18,52756.713054
2019,6,25,19,55080.281298
2019,6,25,20,56922.99307899999
2019,6,25,21,58234.709408
2019,6,25,22,58578.557382000006
2019,6,25,23,57973.149025
2019,6,25,24,56548.23871699999
2019,6,26,1,54565.21915
2019,6,26,2,52503.080997000005
2019,6,26,3,51006.898
2019,6,26,4,47733.053654
2019,6,26,5,44205.471753
2019,6,26,6,41042.286469
2019,6,26,7,38777.550852
2019,6,26,8,37205.252763
2019,6,26,9,36459.645527
2019,6,26,10,36593.768664999996
2019,6,26,11,37956.122651
2019,6,26,12,39851.243310000005
2019,6,26,13,41371.407944
2019,6,26,14,43356.836887
2019,6,26,15,45972.895058
2019,6,26,16,49130.6054
2019,6,26,17,52550.270377999994
2019,6,26,18,55496.210929999994
2019,6,26,19,57713.362957000005
2019,6,26,20,58974.11554500001
2019,6,26,21,60029.655791
2019,6,26,22,60440.781150999996
2019,6,26,23,59740.58665599999
2019,6,26,24,58474.969102999996
2019,6,27,1,56536.464955999996
2019,6,27,2,54587.701034000005
2019,6,27,3,52794.651731
2019,6,27,4,49674.211702
2019,6,27,5,45897.827664
2019,6,27,6,42629.610074000004
2019,6,27,7,40343.30998
2019,6,27,8,38800.572656
2019,6,27,9,37966.655211000005
2019,6,27,10,38043.146513
2019,6,27,11,39410.095389999995
2019,6,27,12,41344.757942000004
2019,6,27,13,42789.090806
2019,6,27,14,44887.972586
2019,6,27,15,47773.492525
2019,6,27,16,51211.449699000004
2019,6,27,17,54749.111387
2019,6,27,18,57546.30265599999
2019,6,27,19,59419.231502999995
2019,6,27,20,60119.81866799999
2019,6,27,21,60291.157145000005
2019,6,27,22,60388.64336
2019,6,27,23,59897.504402
2019,6,27,24,58258.066229
2019,6,28,1,56386.713457000005
2019,6,28,2,54709.448547
2019,6,28,3,53336.350682
2019,6,28,4,49914.810110000006
2019,6,28,5,46042.913776
2019,6,28,6,42647.396058
2019,6,28,7,40246.83763
2019,6,28,8,38706.688238999996
2019,6,28,9,37761.17068
2019,6,28,10,37603.523936000005
2019,6,28,11,38663.218888
2019,6,28,12,40152.781858999995
2019,6,28,13,41512.384607
2019,6,28,14,44262.629006
2019,6,28,15,47882.796549
2019,6,28,16,51709.401173
2019,6,28,17,55305.868864
2019,6,28,18,58584.793470000004
2019,6,28,19,61547.134552999996
2019,6,28,20,63422.375825999996
2019,6,28,21,64388.136895
2019,6,28,22,64340.36921900001
2019,6,28,23,63144.093551
2019,6,28,24,61279.112587999996
2019,6,29,1,58695.441787
2019,6,29,2,56012.09106599999
2019,6,29,3,54045.548565
2019,6,29,4,50838.595697000004
2019,6,29,5,47381.439462
2019,6,29,6,44020.044256
2019,6,29,7,41447.595532
2019,6,29,8,39505.407264999994
2019,6,29,9,38269.559108999994
2019,6,29,10,37589.482748
2019,6,29,11,37603.548853
2019,6,29,12,37766.167225
2019,6,29,13,38791.063541
2019,6,29,14,41984.017473
2019,6,29,15,45950.369801
2019,6,29,16,50003.557526
2019,6,29,17,53792.592391
2019,6,29,18,57006.994601
2019,6,29,19,59153.209307000005
2019,6,29,20,59563.362085
2019,6,29,21,59563.998777
2019,6,29,22,59647.84018099999
2019,6,29,23,59210.03209
2019,6,29,24,56827.802703999994
2019,6,30,1,53661.015713
2019,6,30,2,51331.216942
2019,6,30,3,49482.108047
2019,6,30,4,46746.111029
2019,6,30,5,43719.310501
2019,6,30,6,40903.252374
2019,6,30,7,38623.151344
2019,6,30,8,36878.903066000006
2019,6,30,9,35489.873986
2019,6,30,10,34706.150443
2019,6,30,11,34505.090141
2019,6,30,12,34461.007808999995
2019,6,30,13,35077.360333
2019,6,30,14,37232.368484
2019,6,30,15,39868.507277
2019,6,30,16,42533.977399
2019,6,30,17,45329.960216
2019,6,30,18,48192.801635
2019,6,30,19,50524.893482
2019,6,30,20,52502.544907999996
2019,6,30,21,54264.385916
2019,6,30,22,55589.376909000006
2019,6,30,23,56105.208264
2019,6,30,24,55441.246273000004
2019,7,1,1,53827.534387
2019,7,1,2,52155.780352
2019,7,1,3,50953.118787
2019,7,1,4,48024.539516000004
2019,7,1,5,44416.799000000006
2019,7,1,6,41335.129874
2019,7,1,7,39113.613529
2019,7,1,8,37712.284637
2019,7,1,9,36941.681076
2019,7,1,10,37034.852488
2019,7,1,11,38206.117316
2019,7,1,12,39733.997371
2019,7,1,13,41217.646638
2019,7,1,14,43886.596424
2019,7,1,15,47255.215822000006
2019,7,1,16,51052.844038
2019,7,1,17,54649.92529299999
2019,7,1,18,57601.233905999994
2019,7,1,19,60047.380812
2019,7,1,20,61880.647729
2019,7,1,21,63141.137212
2019,7,1,22,63827.191724000004
2019,7,1,23,63242.265024
2019,7,1,24,61449.120817999996
2019,7,2,1,58824.2785
2019,7,2,2,56620.3361
2019,7,2,3,55109.84106
2019,7,2,4,51588.451422000006
2019,7,2,5,47736.580746
2019,7,2,6,44390.489127999994
2019,7,2,7,41988.493431
2019,7,2,8,40389.19815
2019,7,2,9,39555.992771
2019,7,2,10,39490.257521
2019,7,2,11,40623.429649
2019,7,2,12,42003.400575
2019,7,2,13,43187.810454
2019,7,2,14,45750.904169
2019,7,2,15,49023.611457
2019,7,2,16,52652.770603
2019,7,2,17,56000.927433000004
2019,7,2,18,58350.510309000005
2019,7,2,19,60123.656574
2019,7,2,20,61319.459853
2019,7,2,21,62043.471959
2019,7,2,22,62509.004934000004
2019,7,2,23,61977.39356799999
2019,7,2,24,60407.252624
2019,7,3,1,58169.94235499999
2019,7,3,2,55899.833655999995
2019,7,3,3,54082.017266999996
2019,7,3,4,50510.878832
2019,7,3,5,46603.446716000006
2019,7,3,6,43459.114894
2019,7,3,7,41242.411607999995
2019,7,3,8,39621.307233
2019,7,3,9,38599.666892
2019,7,3,10,38558.453296
2019,7,3,11,39574.744095
2019,7,3,12,41110.807443
2019,7,3,13,42450.248235
2019,7,3,14,44844.278202
2019,7,3,15,47794.724288
2019,7,3,16,50621.974618
2019,7,3,17,52995.929706
2019,7,3,18,54848.260292
2019,7,3,19,56861.304104999996
2019,7,3,20,58656.50647000001
2019,7,3,21,60416.730039999995
2019,7,3,22,61157.18651
2019,7,3,23,60471.467725
2019,7,3,24,58612.592339999996
2019,7,4,1,56195.012338
2019,7,4,2,54058.41424400001
2019,7,4,3,52502.063182
2019,7,4,4,49615.608489
2019,7,4,5,46285.424118
2019,7,4,6,43385.025878
2019,7,4,7,41323.357274
2019,7,4,8,39932.871891
2019,7,4,9,38992.045294
2019,7,4,10,38516.853182
2019,7,4,11,38654.753932
2019,7,4,12,38894.820175
2019,7,4,13,39253.240616
2019,7,4,14,41451.145637
2019,7,4,15,44947.617224
2019,7,4,16,48876.043756
2019,7,4,17,52328.77111
2019,7,4,18,55397.50878
2019,7,4,19,58059.65373099999
2019,7,4,20,59954.428937
2019,7,4,21,61269.753758000006
2019,7,4,22,61713.871695
2019,7,4,23,61273.077153
2019,7,4,24,59740.243098
2019,7,5,1,57136.685666
2019,7,5,2,54490.56499
2019,7,5,3,52519.887718
2019,7,5,4,50428.505562
2019,7,5,5,48216.735922
2019,7,5,6,45374.526415
2019,7,5,7,43047.071655
2019,7,5,8,41310.131078
2019,7,5,9,40254.981825
2019,7,5,10,39971.008281
2019,7,5,11,40692.524288
2019,7,5,12,41509.12657
2019,7,5,13,42425.097677
2019,7,5,14,45042.013388
2019,7,5,15,48612.640736
2019,7,5,16,52273.108101
2019,7,5,17,55712.788158
2019,7,5,18,58711.690185
2019,7,5,19,61312.99089
2019,7,5,20,63398.043672
2019,7,5,21,65049.687136
2019,7,5,22,65848.490657
2019,7,5,23,65655.378367
2019,7,5,24,64025.744918
2019,7,6,1,61411.639746
2019,7,6,2,58634.96774099999
2019,7,6,3,56624.04275
2019,7,6,4,53431.970694999996
2019,7,6,5,49950.230005
2019,7,6,6,46530.073325
2019,7,6,7,43950.544912
2019,7,6,8,41976.4406
2019,7,6,9,40592.307579
2019,7,6,10,39707.522525
2019,7,6,11,39403.23074
2019,7,6,12,39146.993877999994
2019,7,6,13,39879.205732999995
2019,7,6,14,42755.551502999995
2019,7,6,15,46497.025014
2019,7,6,16,50465.51176
2019,7,6,17,54187.065748
2019,7,6,18,57529.799348
2019,7,6,19,60317.090891
2019,7,6,20,62427.631053
2019,7,6,21,63831.078449
2019,7,6,22,64535.761759
2019,7,6,23,63889.427158000006
2019,7,6,24,61335.742199
2019,7,7,1,58008.112116
2019,7,7,2,55506.927036
2019,7,7,3,53535.372187
2019,7,7,4,50556.251888
2019,7,7,5,47320.040635000005
2019,7,7,6,44342.154033
2019,7,7,7,41981.632529
2019,7,7,8,40173.52593
2019,7,7,9,38926.757778
2019,7,7,10,38133.345522
2019,7,7,11,37822.332997000005
2019,7,7,12,37603.768172000004
2019,7,7,13,38259.658802
2019,7,7,14,41359.890133999994
2019,7,7,15,45452.356827999996
2019,7,7,16,49613.454204
2019,7,7,17,53565.790197
2019,7,7,18,57101.780408000006
2019,7,7,19,60164.377689
2019,7,7,20,62482.961375
2019,7,7,21,64165.345010000005
2019,7,7,22,65153.24495
2019,7,7,23,65196.889280999996
2019,7,7,24,64108.66965599999
2019,7,8,1,62057.932587
2019,7,8,2,59594.22833300001
2019,7,8,3,57662.66334400001
2019,7,8,4,54117.286086
2019,7,8,5,50209.124102999995
2019,7,8,6,46667.241634
2019,7,8,7,44024.663413
2019,7,8,8,42139.30945
2019,7,8,9,41010.15026
2019,7,8,10,40794.843355000005
2019,7,8,11,41755.769764
2019,7,8,12,43040.357315
2019,7,8,13,44363.548104
2019,7,8,14,47148.696506
2019,7,8,15,50820.587925
2019,7,8,16,54991.058361
2019,7,8,17,58757.858073
2019,7,8,18,62082.672265
2019,7,8,19,64945.253329
2019,7,8,20,66978.405514
2019,7,8,21,67710.370704
2019,7,8,22,67156.804774
2019,7,8,23,65523.52069600001
2019,7,8,24,62996.90857000001
2019,7,9,1,60465.94265800001
2019,7,9,2,58337.606869
2019,7,9,3,56489.716691999995
2019,7,9,4,52953.540381
2019,7,9,5,49140.871098
2019,7,9,6,45859.29539
2019,7,9,7,43546.649159
2019,7,9,8,41887.174923
2019,7,9,9,41051.521204000004
2019,7,9,10,41051.460960000004
2019,7,9,11,42230.08059
2019,7,9,12,43606.118305
2019,7,9,13,44839.56879
2019,7,9,14,47275.591041
2019,7,9,15,50593.640017000005
2019,7,9,16,54378.763837
2019,7,9,17,58068.085115999995
2019,7,9,18,61543.929477
2019,7,9,19,64730.703567
2019,7,9,20,67203.096607
2019,7,9,21,68498.607138
2019,7,9,22,69060.20528
2019,7,9,23,68987.675662
2019,7,9,24,68096.88384299999
2019,7,10,1,66038.133935
2019,7,10,2,63514.368137
2019,7,10,3,61306.894311000004
2019,7,10,4,57349.01537000001
2019,7,10,5,53032.862164
2019,7,10,6,49251.950995
2019,7,10,7,46379.345733
2019,7,10,8,44208.212743000004
2019,7,10,9,42811.165991
2019,7,10,10,42391.130941
2019,7,10,11,43250.561666
2019,7,10,12,44378.195138999996
2019,7,10,13,45522.511916
2019,7,10,14,48442.299395
2019,7,10,15,52313.706441
2019,7,10,16,56634.069439
2019,7,10,17,60884.834458000005
2019,7,10,18,64578.407621000006
2019,7,10,19,67759.287371
2019,7,10,20,69692.581603
2019,7,10,21,70494.57987100001
2019,7,10,22,70582.536852
2019,7,10,23,69924.72872999999
2019,7,10,24,66947.79812400001
2019,7,11,1,63509.472455999996
2019,7,11,2,60823.460780999994
2019,7,11,3,58136.247158000006
2019,7,11,4,54043.29931
2019,7,11,5,49799.248367
2019,7,11,6,46035.839619
2019,7,11,7,43336.212217
2019,7,11,8,41421.86204
2019,7,11,9,40209.210962
2019,7,11,10,39867.080029000004
2019,7,11,11,40754.077219
2019,7,11,12,42052.072855
2019,7,11,13,43005.541633999994
2019,7,11,14,45028.783901999996
2019,7,11,15,48105.773951999996
2019,7,11,16,52325.026183
2019,7,11,17,56521.21161599999
2019,7,11,18,60319.723722
2019,7,11,19,63773.88069500001
2019,7,11,20,66234.248997
2019,7,11,21,67769.43560299999
2019,7,11,22,68624.79565599999
2019,7,11,23,68481.080897
2019,7,11,24,66974.70232000001
2019,7,12,1,64595.379384
2019,7,12,2,61989.051122000004
2019,7,12,3,59854.118729999995
2019,7,12,4,56001.502423000005
2019,7,12,5,51749.772506
2019,7,12,6,47948.659874000004
2019,7,12,7,45036.359303
2019,7,12,8,42905.358713
2019,7,12,9,41490.107246
2019,7,12,10,40927.2627
2019,7,12,11,41576.076269
2019,7,12,12,42579.150755
2019,7,12,13,43743.936213
2019,7,12,14,46472.12772
2019,7,12,15,50277.35936
2019,7,12,16,54468.954117999994
2019,7,12,17,58061.866863999996
2019,7,12,18,61071.499467999995
2019,7,12,19,63705.032792
2019,7,12,20,65452.304184
2019,7,12,21,66606.647584
2019,7,12,22,66942.407627
2019,7,12,23,66425.927291
2019,7,12,24,64594.083850999996
2019,7,13,1,61919.916327
2019,7,13,2,59161.971599000004
2019,7,13,3,56939.550401
2019,7,13,4,53459.494371
2019,7,13,5,49630.876101999995
2019,7,13,6,46132.144451
2019,7,13,7,43292.922674
2019,7,13,8,41178.65188
2019,7,13,9,39750.431299
2019,7,13,10,38960.145065
2019,7,13,11,39012.290985
2019,7,13,12,39127.317494
2019,7,13,13,40084.804497000005
2019,7,13,14,43354.832002999996
2019,7,13,15,47548.697025
2019,7,13,16,51749.842349
2019,7,13,17,55509.007258000005
2019,7,13,18,58377.157214
2019,7,13,19,60096.331346000006
2019,7,13,20,61243.961299
2019,7,13,21,62139.422864
2019,7,13,22,62778.002002
2019,7,13,23,62749.31164199999
2019,7,13,24,61378.700036
2019,7,14,1,59297.947508000005
2019,7,14,2,57054.163347
2019,7,14,3,55515.17101699999
2019,7,14,4,52750.751933
2019,7,14,5,49564.631519
2019,7,14,6,46382.773370999996
2019,7,14,7,43764.309463
2019,7,14,8,41807.928358
2019,7,14,9,40400.962462999996
2019,7,14,10,39541.857432
2019,7,14,11,39260.369583
2019,7,14,12,39028.925450999996
2019,7,14,13,39464.396577
2019,7,14,14,41982.796687
2019,7,14,15,45440.349455
2019,7,14,16,48901.373737
2019,7,14,17,51976.729654
2019,7,14,18,54623.853580999996
2019,7,14,19,56785.149647000006
2019,7,14,20,58613.92206699999
2019,7,14,21,59956.151149
2019,7,14,22,60582.962499
2019,7,14,23,60648.745322
2019,7,14,24,59998.759256
2019,7,15,1,58303.534934
2019,7,15,2,56302.44627000001
2019,7,15,3,54829.418021000005
2019,7,15,4,51662.631288
2019,7,15,5,47861.404754
2019,7,15,6,44643.858670999995
2019,7,15,7,42376.903021
2019,7,15,8,40889.194251
2019,7,15,9,40085.748055000004
2019,7,15,10,40128.756588
2019,7,15,11,41273.222767
2019,7,15,12,42825.08382
2019,7,15,13,44087.647788999995
2019,7,15,14,46710.561051
2019,7,15,15,50071.169695
2019,7,15,16,54072.24535800001
2019,7,15,17,57958.72542
2019,7,15,18,60949.241242
2019,7,15,19,63453.364139
2019,7,15,20,65397.163759
2019,7,15,21,66693.33105800001
2019,7,15,22,67592.955732
2019,7,15,23,67206.92246799999
2019,7,15,24,66069.010973
2019,7,16,1,64167.803491
2019,7,16,2,61822.296705999994
2019,7,16,3,59859.884014999996
2019,7,16,4,56186.661784
2019,7,16,5,52152.772693
2019,7,16,6,48731.588787
2019,7,16,7,46230.977485
2019,7,16,8,44375.428758
2019,7,16,9,43366.767242
2019,7,16,10,43270.643466
2019,7,16,11,44487.524202
2019,7,16,12,46043.594147
2019,7,16,13,47176.638373
2019,7,16,14,49740.060128
2019,7,16,15,53360.674435
2019,7,16,16,57315.085388
2019,7,16,17,61068.648743
2019,7,16,18,64294.70401
2019,7,16,19,67297.60190800001
2019,7,16,20,69392.16736
2019,7,16,21,70260.6933
2019,7,16,22,70198.16770399999
2019,7,16,23,69505.95589299999
2019,7,16,24,68197.58001399999
2019,7,17,1,65928.116502
2019,7,17,2,63240.563366999995
2019,7,17,3,61157.040971
2019,7,17,4,57274.819457000005
2019,7,17,5,53044.88624
2019,7,17,6,49603.271647
2019,7,17,7,47072.37148
2019,7,17,8,45296.490135
2019,7,17,9,44193.070513
2019,7,17,10,43877.208974
2019,7,17,11,44746.971151
2019,7,17,12,45949.550257
2019,7,17,13,46989.662022000004
2019,7,17,14,49549.006126
2019,7,17,15,53027.983937
2019,7,17,16,56764.600295000004
2019,7,17,17,60362.14844600001
2019,7,17,18,63547.889494
2019,7,17,19,66288.578464
2019,7,17,20,68067.66202999999
2019,7,17,21,69202.911589
2019,7,17,22,69757.272466
2019,7,17,23,69469.90562
2019,7,17,24,68088.158403
2019,7,18,1,65737.005529
2019,7,18,2,62972.624576999995
2019,7,18,3,60836.058655999994
2019,7,18,4,57111.87373300001
2019,7,18,5,53017.705518
2019,7,18,6,49496.087649
2019,7,18,7,46948.195355
2019,7,18,8,45013.871403
2019,7,18,9,43742.577483999994
2019,7,18,10,43442.084938
2019,7,18,11,44319.377735
2019,7,18,12,45502.314464999996
2019,7,18,13,46575.546505
2019,7,18,14,49291.694822000005
2019,7,18,15,52763.884996
2019,7,18,16,56373.911947
2019,7,18,17,59937.379004999995
2019,7,18,18,63083.666290999994
2019,7,18,19,66007.798422
2019,7,18,20,68366.195203
2019,7,18,21,69847.956344
2019,7,18,22,70127.09844
2019,7,18,23,69673.514918
2019,7,18,24,68348.551238
2019,7,19,1,66087.510635
2019,7,19,2,63266.52293200001
2019,7,19,3,61251.544416
2019,7,19,4,57571.848941
2019,7,19,5,53389.68247
2019,7,19,6,49910.365657999995
2019,7,19,7,47261.127733
2019,7,19,8,45289.99017
2019,7,19,9,43959.167394
2019,7,19,10,43446.173246
2019,7,19,11,44025.187714
2019,7,19,12,44961.823099
2019,7,19,13,46030.374407999996
2019,7,19,14,48871.890545
2019,7,19,15,52541.949302
2019,7,19,16,56331.366828
2019,7,19,17,59885.976451
2019,7,19,18,63106.013590999995
2019,7,19,19,66013.884235
2019,7,19,20,68188.819401
2019,7,19,21,69487.282928
2019,7,19,22,69929.777149
2019,7,19,23,69415.02123099999
2019,7,19,24,67926.4394
2019,7,20,1,65277.560132000006
2019,7,20,2,62426.867164999996
2019,7,20,3,60381.499554999995
2019,7,20,4,57007.443133
2019,7,20,5,53389.385966
2019,7,20,6,49980.283299
2019,7,20,7,47363.966851
2019,7,20,8,45380.247461
2019,7,20,9,43938.643394
2019,7,20,10,43016.442154000004
2019,7,20,11,42642.747644999996
2019,7,20,12,42508.050527
2019,7,20,13,43089.55101
2019,7,20,14,46244.484101999995
2019,7,20,15,50225.511673
2019,7,20,16,54287.047666
2019,7,20,17,57975.857123
2019,7,20,18,61208.955894000006
2019,7,20,19,63865.874175
2019,7,20,20,65789.39462
2019,7,20,21,67143.743825
2019,7,20,22,67839.500508
2019,7,20,23,67481.345365
2019,7,20,24,66084.870212
2019,7,21,1,63726.226686
2019,7,21,2,60966.10449600001
2019,7,21,3,59058.471560000005
2019,7,21,4,55747.485624
2019,7,21,5,52324.773254
2019,7,21,6,49075.673422
2019,7,21,7,46439.432704
2019,7,21,8,44363.810512000004
2019,7,21,9,42713.918423
2019,7,21,10,41504.430079000005
2019,7,21,11,40766.885875
2019,7,21,12,40240.263908999994
2019,7,21,13,40630.601692000004
2019,7,21,14,43551.627029
2019,7,21,15,47523.58854
2019,7,21,16,51600.952577
2019,7,21,17,55503.31039500001
2019,7,21,18,59188.49197999999
2019,7,21,19,62062.836782000006
2019,7,21,20,63835.756226
2019,7,21,21,65149.339186000005
2019,7,21,22,65720.654236
2019,7,21,23,65732.070553
2019,7,21,24,64720.702046000006
2019,7,22,1,62684.699387
2019,7,22,2,60506.684540999995
2019,7,22,3,58706.40867899999
2019,7,22,4,55180.55029500001
2019,7,22,5,51142.024425999996
2019,7,22,6,47651.709286000005
2019,7,22,7,45039.714464
2019,7,22,8,43308.046683
2019,7,22,9,42291.605031
2019,7,22,10,42071.640744
2019,7,22,11,43064.914587
2019,7,22,12,44573.763882
2019,7,22,13,45651.262041
2019,7,22,14,47961.141532
2019,7,22,15,51288.04674
2019,7,22,16,54837.664587
2019,7,22,17,58455.497474
2019,7,22,18,61530.097721000006
2019,7,22,19,63655.148626999995
2019,7,22,20,65034.243778
2019,7,22,21,65757.974376
2019,7,22,22,65759.450313
2019,7,22,23,65077.381739
2019,7,22,24,63629.750955999996
2019,7,23,1,61345.673720000006
2019,7,23,2,59105.026440999995
2019,7,23,3,57021.099788
2019,7,23,4,53155.783791
2019,7,23,5,49074.984513999996
2019,7,23,6,45623.407499
2019,7,23,7,43259.614937
2019,7,23,8,41570.195031999996
2019,7,23,9,40501.99022
2019,7,23,10,40301.809863999995
2019,7,23,11,41180.54745
2019,7,23,12,42518.878941
2019,7,23,13,43468.530026
2019,7,23,14,45294.278537
2019,7,23,15,47680.93723
2019,7,23,16,50318.090055
2019,7,23,17,52757.156992000004
2019,7,23,18,54948.988968
2019,7,23,19,56878.973123
2019,7,23,20,58379.01360499999
2019,7,23,21,59780.666176
2019,7,23,22,60554.40519
2019,7,23,23,60522.554083
2019,7,23,24,59334.896475
2019,7,24,1,57070.550048000005
2019,7,24,2,54706.610864999995
2019,7,24,3,52748.321953
2019,7,24,4,49014.718733
2019,7,24,5,45014.940281999996
2019,7,24,6,41679.298311
2019,7,24,7,39329.655283
2019,7,24,8,37673.678527
2019,7,24,9,36619.874398
2019,7,24,10,36414.381892000005
2019,7,24,11,37324.877241
2019,7,24,12,38714.902845
2019,7,24,13,39623.753324
2019,7,24,14,41798.25163
2019,7,24,15,44514.286276
2019,7,24,16,47462.801817
2019,7,24,17,50238.201792
2019,7,24,18,52796.388561
2019,7,24,19,55342.434009000004
2019,7,24,20,57476.388086
2019,7,24,21,59322.133471
2019,7,24,22,60529.91379
2019,7,24,23,60590.212674
2019,7,24,24,59247.561487
2019,7,25,1,56675.408959
2019,7,25,2,53788.633615
2019,7,25,3,51359.371208
2019,7,25,4,47580.726966
2019,7,25,5,43408.070227
2019,7,25,6,40024.612107
2019,7,25,7,37536.987733
2019,7,25,8,35835.570467000005
2019,7,25,9,34752.558567
2019,7,25,10,34562.976069
2019,7,25,11,35681.39234
2019,7,25,12,37128.741004
2019,7,25,13,38263.994275
2019,7,25,14,40519.307391
2019,7,25,15,43428.0195
2019,7,25,16,46508.29315
2019,7,25,17,49351.153448000005
2019,7,25,18,52153.805875
2019,7,25,19,55114.247111000004
2019,7,25,20,57646.529925
2019,7,25,21,59686.30504199999
2019,7,25,22,60934.372554999994
2019,7,25,23,60967.336698
2019,7,25,24,59603.274139
2019,7,26,1,57220.226224
2019,7,26,2,54565.868336
2019,7,26,3,52417.663883999994
2019,7,26,4,48688.6392
2019,7,26,5,44734.986223
2019,7,26,6,41222.827314999995
2019,7,26,7,38679.376014
2019,7,26,8,36952.547443999996
2019,7,26,9,35928.477080000004
2019,7,26,10,35629.407401
2019,7,26,11,36500.289191
2019,7,26,12,37790.280079000004
2019,7,26,13,38904.980219
2019,7,26,14,41451.735872000005
2019,7,26,15,44752.667155
2019,7,26,16,48558.245698
2019,7,26,17,52060.371006
2019,7,26,18,54954.380023000005
2019,7,26,19,57697.789907000006
2019,7,26,20,59892.3571
2019,7,26,21,61553.00556900001
2019,7,26,22,62373.173720000006
2019,7,26,23,61986.450196000005
2019,7,26,24,60259.474389999996
2019,7,27,1,57809.53365800001
2019,7,27,2,55318.137252
2019,7,27,3,53178.440912
2019,7,27,4,49870.164505
2019,7,27,5,46492.987177999996
2019,7,27,6,43210.94238
2019,7,27,7,40754.986782
2019,7,27,8,38974.292285
2019,7,27,9,37632.776521
2019,7,27,10,36941.413942
2019,7,27,11,37059.429336
2019,7,27,12,37432.459018
2019,7,27,13,38200.929264
2019,7,27,14,41368.851423
2019,7,27,15,45636.952616
2019,7,27,16,50089.790374000004
2019,7,27,17,53930.602585
2019,7,27,18,57055.88824400001
2019,7,27,19,59596.752872000005
2019,7,27,20,61436.823895
2019,7,27,21,62749.687595
2019,7,27,22,63556.23206
2019,7,27,23,63637.591785000004
2019,7,27,24,62630.245364999995
2019,7,28,1,60503.921426
2019,7,28,2,58090.618164
2019,7,28,3,56165.924763999996
2019,7,28,4,53033.260784
2019,7,28,5,49779.475041000005
2019,7,28,6,46607.959001999996
2019,7,28,7,44025.267148
2019,7,28,8,42105.833141
2019,7,28,9,40752.090823
2019,7,28,10,39899.380404
2019,7,28,11,39704.621981000004
2019,7,28,12,39719.548104
2019,7,28,13,40176.801437
2019,7,28,14,43226.554236
2019,7,28,15,47518.525343
2019,7,28,16,51590.43025
2019,7,28,17,55285.333408000006
2019,7,28,18,57787.004237
2019,7,28,19,59610.826752
2019,7,28,20,60646.102123000004
2019,7,28,21,61916.826902
2019,7,28,22,63056.053371
2019,7,28,23,63749.245093
2019,7,28,24,63270.649766999995
2019,7,29,1,61604.098958
2019,7,29,2,59740.521341
2019,7,29,3,58215.214638
2019,7,29,4,54869.519847
2019,7,29,5,50972.712002
2019,7,29,6,47518.201681
2019,7,29,7,45065.088564
2019,7,29,8,43383.986772000004
2019,7,29,9,42373.665460000004
2019,7,29,10,42301.544905
2019,7,29,11,43377.48377
2019,7,29,12,44858.743157
2019,7,29,13,45865.182067
2019,7,29,14,48407.302741
2019,7,29,15,52070.441629
2019,7,29,16,55913.588716
2019,7,29,17,58946.456560000006
2019,7,29,18,61574.057486
2019,7,29,19,64023.720549
2019,7,29,20,65432.69676900001
2019,7,29,21,66090.575417
2019,7,29,22,66084.97164
2019,7,29,23,65274.443137
2019,7,29,24,64090.595045
2019,7,30,1,62160.042979
2019,7,30,2,60494.426329999995
2019,7,30,3,58587.132911
2019,7,30,4,54838.234313
2019,7,30,5,50766.915519
2019,7,30,6,47361.018441
2019,7,30,7,44797.345302999995
2019,7,30,8,43040.091485000004
2019,7,30,9,42006.223854
2019,7,30,10,41837.069737
2019,7,30,11,42888.28425
2019,7,30,12,44517.869975
2019,7,30,13,45449.278313
2019,7,30,14,48011.964884
2019,7,30,15,51884.55394
2019,7,30,16,56222.588712
2019,7,30,17,60412.400423
2019,7,30,18,64290.175186
2019,7,30,19,67366.334012
2019,7,30,20,69710.813848
2019,7,30,21,70810.786906
2019,7,30,22,70854.821214
2019,7,30,23,69742.01443099999
2019,7,30,24,67481.681676
2019,7,31,1,64446.98655
2019,7,31,2,61862.419375
2019,7,31,3,59466.097449
2019,7,31,4,55428.783276999995
2019,7,31,5,51128.348906
2019,7,31,6,47288.393396
2019,7,31,7,44516.661091
2019,7,31,8,42570.590122
2019,7,31,9,41290.685245
2019,7,31,10,40852.141503
2019,7,31,11,41726.017121
2019,7,31,12,43221.911583999994
2019,7,31,13,44243.429019
2019,7,31,14,46708.693086
2019,7,31,15,50288.550735000004
2019,7,31,16,54673.03034500001
2019,7,31,17,59174.945397
2019,7,31,18,63011.501803
2019,7,31,19,66528.002408
2019,7,31,20,68866.211591
2019,7,31,21,69879.905339
2019,7,31,22,70333.530514
2019,7,31,23,70156.455167
2019,7,31,24,69002.023865
2019,8,1,1,66503.06894
2019,8,1,2,63843.513596000004
2019,8,1,3,61328.721974
2019,8,1,4,57135.243388
2019,8,1,5,52676.909495
2019,8,1,6,48797.294068
2019,8,1,7,45848.343812
