Capacity data calculated from MERRA-2 by Lei Duan,,,,
Top 25% of area used.
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,solar capacity
2018,7,4,2,0.053034416
2018,7,4,3,0
2018,7,4,4,0
2018,7,4,5,0
2018,7,4,6,0
2018,7,4,7,0
2018,7,4,8,0
2018,7,4,9,0
2018,7,4,10,0
2018,7,4,11,0
2018,7,4,12,0
2018,7,4,13,0.21949899
2018,7,4,14,0.504318474
2018,7,4,15,0.67738021
2018,7,4,16,0.752172234
2018,7,4,17,0.769906373
2018,7,4,18,0.786953689
2018,7,4,19,0.780899494
2018,7,4,20,0.763054966
2018,7,4,21,0.740672579
2018,7,4,22,0.715576134
2018,7,4,23,0.684251435
2018,7,4,24,0.589087521
2018,7,5,1,0.421365366
2018,7,5,2,0.060727638
2018,7,5,3,0
2018,7,5,4,0
2018,7,5,5,0
2018,7,5,6,0
2018,7,5,7,0
2018,7,5,8,0
2018,7,5,9,0
2018,7,5,10,0
2018,7,5,11,0
2018,7,5,12,0
2018,7,5,13,0.225250967
2018,7,5,14,0.498597944
2018,7,5,15,0.677915854
2018,7,5,16,0.721252421
2018,7,5,17,0.722871109
2018,7,5,18,0.710603754
2018,7,5,19,0.688925952
2018,7,5,20,0.680627097
2018,7,5,21,0.673958306
2018,7,5,22,0.653379861
2018,7,5,23,0.619497771
2018,7,5,24,0.546732414
2018,7,6,1,0.361337982
2018,7,6,2,0.060687698
2018,7,6,3,0
2018,7,6,4,0
2018,7,6,5,0
2018,7,6,6,0
2018,7,6,7,0
2018,7,6,8,0
2018,7,6,9,0
2018,7,6,10,0
2018,7,6,11,0
2018,7,6,12,0
2018,7,6,13,0.192941874
2018,7,6,14,0.482444521
2018,7,6,15,0.690851593
2018,7,6,16,0.751892022
2018,7,6,17,0.755485214
2018,7,6,18,0.748949895
2018,7,6,19,0.726527987
2018,7,6,20,0.700030801
2018,7,6,21,0.654027748
2018,7,6,22,0.569237628
2018,7,6,23,0.481553686
2018,7,6,24,0.335771195
2018,7,7,1,0.181543663
2018,7,7,2,0.037183709
2018,7,7,3,0
2018,7,7,4,0
2018,7,7,5,0
2018,7,7,6,0
2018,7,7,7,0
2018,7,7,8,0
2018,7,7,9,0
2018,7,7,10,0
2018,7,7,11,0
2018,7,7,12,0
2018,7,7,13,0.216101366
2018,7,7,14,0.493627233
2018,7,7,15,0.635605687
2018,7,7,16,0.685326348
2018,7,7,17,0.681278611
2018,7,7,18,0.657076801
2018,7,7,19,0.615374015
2018,7,7,20,0.57318953
2018,7,7,21,0.518442494
2018,7,7,22,0.458793906
2018,7,7,23,0.382754181
2018,7,7,24,0.275299539
2018,7,8,1,0.149333195
2018,7,8,2,0.027460593
2018,7,8,3,0
2018,7,8,4,0
2018,7,8,5,0
2018,7,8,6,0
2018,7,8,7,0
2018,7,8,8,0
2018,7,8,9,0
2018,7,8,10,0
2018,7,8,11,0
2018,7,8,12,0
2018,7,8,13,0.128450695
2018,7,8,14,0.329658148
2018,7,8,15,0.459786335
2018,7,8,16,0.539799249
2018,7,8,17,0.578645524
2018,7,8,18,0.578961145
2018,7,8,19,0.561894252
2018,7,8,20,0.541815954
2018,7,8,21,0.507014825
2018,7,8,22,0.449346807
2018,7,8,23,0.380789268
2018,7,8,24,0.286726462
2018,7,9,1,0.163044852
2018,7,9,2,0.032435381
2018,7,9,3,0
2018,7,9,4,0
2018,7,9,5,0
2018,7,9,6,0
2018,7,9,7,0
2018,7,9,8,0
2018,7,9,9,0
2018,7,9,10,0
2018,7,9,11,0
2018,7,9,12,0
2018,7,9,13,0.167386235
2018,7,9,14,0.400628177
2018,7,9,15,0.529893185
2018,7,9,16,0.580559969
2018,7,9,17,0.620038075
2018,7,9,18,0.632462402
2018,7,9,19,0.622335891
2018,7,9,20,0.5961357
2018,7,9,21,0.551229223
2018,7,9,22,0.488587131
2018,7,9,23,0.424912583
2018,7,9,24,0.332611821
2018,7,10,1,0.210470581
2018,7,10,2,0.038054882
2018,7,10,3,0
2018,7,10,4,0
2018,7,10,5,0
2018,7,10,6,0
2018,7,10,7,0
2018,7,10,8,0
2018,7,10,9,0
2018,7,10,10,0
2018,7,10,11,0
2018,7,10,12,0
2018,7,10,13,0.159147371
2018,7,10,14,0.404461273
2018,7,10,15,0.589697008
2018,7,10,16,0.67686434
2018,7,10,17,0.695968584
2018,7,10,18,0.689176899
2018,7,10,19,0.668577181
2018,7,10,20,0.642016077
2018,7,10,21,0.606463414
2018,7,10,22,0.539997423
2018,7,10,23,0.479926686
2018,7,10,24,0.353612686
2018,7,11,1,0.213578678
2018,7,11,2,0.032990605
2018,7,11,3,0
2018,7,11,4,0
2018,7,11,5,0
2018,7,11,6,0
2018,7,11,7,0
2018,7,11,8,0
2018,7,11,9,0
2018,7,11,10,0
2018,7,11,11,0
2018,7,11,12,0
2018,7,11,13,0.092539124
2018,7,11,14,0.255269421
2018,7,11,15,0.41491728
2018,7,11,16,0.543171722
2018,7,11,17,0.618621825
2018,7,11,18,0.655487761
2018,7,11,19,0.660160386
2018,7,11,20,0.655593287
2018,7,11,21,0.630491279
2018,7,11,22,0.573646238
2018,7,11,23,0.509651339
2018,7,11,24,0.407277584
2018,7,12,1,0.233079502
2018,7,12,2,0.026145188
2018,7,12,3,0
2018,7,12,4,0
2018,7,12,5,0
2018,7,12,6,0
2018,7,12,7,0
2018,7,12,8,0
2018,7,12,9,0
2018,7,12,10,0
2018,7,12,11,0
2018,7,12,12,0
2018,7,12,13,0.156296934
2018,7,12,14,0.425669747
2018,7,12,15,0.573249886
2018,7,12,16,0.606460642
2018,7,12,17,0.653363307
2018,7,12,18,0.678813203
2018,7,12,19,0.678223698
2018,7,12,20,0.664004322
2018,7,12,21,0.627891746
2018,7,12,22,0.562214054
2018,7,12,23,0.483161975
2018,7,12,24,0.362566236
2018,7,13,1,0.19592718
2018,7,13,2,0.016045903
2018,7,13,3,0
2018,7,13,4,0
2018,7,13,5,0
2018,7,13,6,0
2018,7,13,7,0
2018,7,13,8,0
2018,7,13,9,0
2018,7,13,10,0
2018,7,13,11,0
2018,7,13,12,0
2018,7,13,13,0.23138726
2018,7,13,14,0.517371917
2018,7,13,15,0.675021907
2018,7,13,16,0.740117576
2018,7,13,17,0.763478862
2018,7,13,18,0.764861649
2018,7,13,19,0.749771409
2018,7,13,20,0.716014548
2018,7,13,21,0.638156111
2018,7,13,22,0.545473642
2018,7,13,23,0.467404178
2018,7,13,24,0.360259733
2018,7,14,1,0.20546454
2018,7,14,2,0.021488938
2018,7,14,3,0
2018,7,14,4,0
2018,7,14,5,0
2018,7,14,6,0
2018,7,14,7,0
2018,7,14,8,0
2018,7,14,9,0
2018,7,14,10,0
2018,7,14,11,0
2018,7,14,12,0
2018,7,14,13,0.179495243
2018,7,14,14,0.433176654
2018,7,14,15,0.612177505
2018,7,14,16,0.714154733
2018,7,14,17,0.735956435
2018,7,14,18,0.741086392
2018,7,14,19,0.717521053
2018,7,14,20,0.676519583
2018,7,14,21,0.628843971
2018,7,14,22,0.573733816
2018,7,14,23,0.513429666
2018,7,14,24,0.402006965
2018,7,15,1,0.256576229
2018,7,15,2,0.022562307
2018,7,15,3,0
2018,7,15,4,0
2018,7,15,5,0
2018,7,15,6,0
2018,7,15,7,0
2018,7,15,8,0
2018,7,15,9,0
2018,7,15,10,0
2018,7,15,11,0
2018,7,15,12,0
2018,7,15,13,0.192307134
2018,7,15,14,0.441983527
2018,7,15,15,0.59634726
2018,7,15,16,0.658606878
2018,7,15,17,0.704046427
2018,7,15,18,0.71139902
2018,7,15,19,0.698794546
2018,7,15,20,0.683599286
2018,7,15,21,0.639989121
2018,7,15,22,0.557894721
2018,7,15,23,0.437841583
2018,7,15,24,0.280264453
2018,7,16,1,0.138798796
2018,7,16,2,0.015932944
2018,7,16,3,0
2018,7,16,4,0
2018,7,16,5,0
2018,7,16,6,0
2018,7,16,7,0
2018,7,16,8,0
2018,7,16,9,0
2018,7,16,10,0
2018,7,16,11,0
2018,7,16,12,0
2018,7,16,13,0.132129399
2018,7,16,14,0.365673688
2018,7,16,15,0.526540625
2018,7,16,16,0.619530838
2018,7,16,17,0.664043935
2018,7,16,18,0.679611084
2018,7,16,19,0.678149556
2018,7,16,20,0.670784456
2018,7,16,21,0.65187024
2018,7,16,22,0.598747993
2018,7,16,23,0.555411697
2018,7,16,24,0.470315709
2018,7,17,1,0.307832625
2018,7,17,2,0.036404783
2018,7,17,3,0
2018,7,17,4,0
2018,7,17,5,0
2018,7,17,6,0
2018,7,17,7,0
2018,7,17,8,0
2018,7,17,9,0
2018,7,17,10,0
2018,7,17,11,0
2018,7,17,12,0
2018,7,17,13,0.218891817
2018,7,17,14,0.523533499
2018,7,17,15,0.701164609
2018,7,17,16,0.758549052
2018,7,17,17,0.786335456
2018,7,17,18,0.793844284
2018,7,17,19,0.790054357
2018,7,17,20,0.768821821
2018,7,17,21,0.734597626
2018,7,17,22,0.690866946
2018,7,17,23,0.653232282
2018,7,17,24,0.542937784
2018,7,18,1,0.355978528
2018,7,18,2,0.029682455
2018,7,18,3,0
2018,7,18,4,0
2018,7,18,5,0
2018,7,18,6,0
2018,7,18,7,0
2018,7,18,8,0
2018,7,18,9,0
2018,7,18,10,0
2018,7,18,11,0
2018,7,18,12,0
2018,7,18,13,0.194677165
2018,7,18,14,0.51108334
2018,7,18,15,0.700020493
2018,7,18,16,0.756811012
2018,7,18,17,0.786972567
2018,7,18,18,0.792003344
2018,7,18,19,0.784437976
2018,7,18,20,0.778411389
2018,7,18,21,0.779405944
2018,7,18,22,0.752989308
2018,7,18,23,0.696562623
2018,7,18,24,0.585596387
2018,7,19,1,0.370991725
2018,7,19,2,0.03364009
2018,7,19,3,0
2018,7,19,4,0
2018,7,19,5,0
2018,7,19,6,0
2018,7,19,7,0
2018,7,19,8,0
2018,7,19,9,0
2018,7,19,10,0
2018,7,19,11,0
2018,7,19,12,0
2018,7,19,13,0.19092486
2018,7,19,14,0.471276036
2018,7,19,15,0.647722118
2018,7,19,16,0.726433692
2018,7,19,17,0.754447063
2018,7,19,18,0.760331359
2018,7,19,19,0.759072793
2018,7,19,20,0.760357837
2018,7,19,21,0.753064294
2018,7,19,22,0.722475504
2018,7,19,23,0.693567323
2018,7,19,24,0.59900242
2018,7,20,1,0.410250487
2018,7,20,2,0.026740278
2018,7,20,3,0
2018,7,20,4,0
2018,7,20,5,0
2018,7,20,6,0
2018,7,20,7,0
2018,7,20,8,0
2018,7,20,9,0
2018,7,20,10,0
2018,7,20,11,0
2018,7,20,12,0
2018,7,20,13,0.174757927
2018,7,20,14,0.513091166
2018,7,20,15,0.690455682
2018,7,20,16,0.75552334
2018,7,20,17,0.794723782
2018,7,20,18,0.801221941
2018,7,20,19,0.794090442
2018,7,20,20,0.789613419
2018,7,20,21,0.786063717
2018,7,20,22,0.762932665
2018,7,20,23,0.725074398
2018,7,20,24,0.638755497
2018,7,21,1,0.44015603
2018,7,21,2,0.021196481
2018,7,21,3,0
2018,7,21,4,0
2018,7,21,5,0
2018,7,21,6,0
2018,7,21,7,0
2018,7,21,8,0
2018,7,21,9,0
2018,7,21,10,0
2018,7,21,11,0
2018,7,21,12,0
2018,7,21,13,0.182282245
2018,7,21,14,0.528148847
2018,7,21,15,0.680468234
2018,7,21,16,0.746348326
2018,7,21,17,0.780574192
2018,7,21,18,0.786550731
2018,7,21,19,0.777678862
2018,7,21,20,0.78091684
2018,7,21,21,0.788934282
2018,7,21,22,0.774406479
2018,7,21,23,0.731964068
2018,7,21,24,0.634187228
2018,7,22,1,0.438550338
2018,7,22,2,0.022360377
2018,7,22,3,0
2018,7,22,4,0
2018,7,22,5,0
2018,7,22,6,0
2018,7,22,7,0
2018,7,22,8,0
2018,7,22,9,0
2018,7,22,10,0
2018,7,22,11,0
2018,7,22,12,0
2018,7,22,13,0.209156587
2018,7,22,14,0.571070826
2018,7,22,15,0.707784622
2018,7,22,16,0.772017504
2018,7,22,17,0.809283979
2018,7,22,18,0.812815036
2018,7,22,19,0.800750383
2018,7,22,20,0.792335295
2018,7,22,21,0.793282791
2018,7,22,22,0.774434595
2018,7,22,23,0.744631062
2018,7,22,24,0.62448516
2018,7,23,1,0.440788937
2018,7,23,2,0.016662821
2018,7,23,3,0
2018,7,23,4,0
2018,7,23,5,0
2018,7,23,6,0
2018,7,23,7,0
2018,7,23,8,0
2018,7,23,9,0
2018,7,23,10,0
2018,7,23,11,0
2018,7,23,12,0
2018,7,23,13,0.183592337
2018,7,23,14,0.533568624
2018,7,23,15,0.714813586
2018,7,23,16,0.777086135
2018,7,23,17,0.793977656
2018,7,23,18,0.799630964
2018,7,23,19,0.792477509
2018,7,23,20,0.786233983
2018,7,23,21,0.778849489
2018,7,23,22,0.756832893
2018,7,23,23,0.717886765
2018,7,23,24,0.622633718
2018,7,24,1,0.421969198
2018,7,24,2,0.01404871
2018,7,24,3,0
2018,7,24,4,0
2018,7,24,5,0
2018,7,24,6,0
2018,7,24,7,0
2018,7,24,8,0
2018,7,24,9,0
2018,7,24,10,0
2018,7,24,11,0
2018,7,24,12,0
2018,7,24,13,0.147932262
2018,7,24,14,0.415058105
2018,7,24,15,0.591704417
2018,7,24,16,0.676425486
2018,7,24,17,0.685698912
2018,7,24,18,0.691557115
2018,7,24,19,0.677306359
2018,7,24,20,0.655802473
2018,7,24,21,0.614148935
2018,7,24,22,0.525532034
2018,7,24,23,0.414359481
2018,7,24,24,0.28225092
2018,7,25,1,0.1485113
2018,7,25,2,0.015305754
2018,7,25,3,0
2018,7,25,4,0
2018,7,25,5,0
2018,7,25,6,0
2018,7,25,7,0
2018,7,25,8,0
2018,7,25,9,0
2018,7,25,10,0
2018,7,25,11,0
2018,7,25,12,0
2018,7,25,13,0.117187167
2018,7,25,14,0.406290945
2018,7,25,15,0.600268684
2018,7,25,16,0.685459216
2018,7,25,17,0.707283693
2018,7,25,18,0.697312701
2018,7,25,19,0.65476302
2018,7,25,20,0.604981413
2018,7,25,21,0.56248287
2018,7,25,22,0.525408018
2018,7,25,23,0.477732152
2018,7,25,24,0.396559691
2018,7,26,1,0.245707621
2018,7,26,2,0.010185913
2018,7,26,3,0
2018,7,26,4,0
2018,7,26,5,0
2018,7,26,6,0
2018,7,26,7,0
2018,7,26,8,0
2018,7,26,9,0
2018,7,26,10,0
2018,7,26,11,0
2018,7,26,12,0
2018,7,26,13,0.100912029
2018,7,26,14,0.309904228
2018,7,26,15,0.41022054
2018,7,26,16,0.481100709
2018,7,26,17,0.539212655
2018,7,26,18,0.575294033
2018,7,26,19,0.595315231
2018,7,26,20,0.584918425
2018,7,26,21,0.533017554
2018,7,26,22,0.43908312
2018,7,26,23,0.357276902
2018,7,26,24,0.257444664
2018,7,27,1,0.128717425
2018,7,27,2,0.00478927
2018,7,27,3,0
2018,7,27,4,0
2018,7,27,5,0
2018,7,27,6,0
2018,7,27,7,0
2018,7,27,8,0
2018,7,27,9,0
2018,7,27,10,0
2018,7,27,11,0
2018,7,27,12,0
2018,7,27,13,0.057482749
2018,7,27,14,0.2451166
2018,7,27,15,0.412436183
2018,7,27,16,0.526650946
2018,7,27,17,0.579404073
2018,7,27,18,0.607746528
2018,7,27,19,0.599502909
2018,7,27,20,0.561511366
2018,7,27,21,0.500654272
2018,7,27,22,0.418761752
2018,7,27,23,0.358558051
2018,7,27,24,0.276714344
2018,7,28,1,0.159164825
2018,7,28,2,0.005787833
2018,7,28,3,0
2018,7,28,4,0
2018,7,28,5,0
2018,7,28,6,0
2018,7,28,7,0
2018,7,28,8,0
2018,7,28,9,0
2018,7,28,10,0
2018,7,28,11,0
2018,7,28,12,0
2018,7,28,13,0.132469515
2018,7,28,14,0.436918995
2018,7,28,15,0.673633044
2018,7,28,16,0.774909152
2018,7,28,17,0.793765975
2018,7,28,18,0.800540961
2018,7,28,19,0.800833383
2018,7,28,20,0.7984678
2018,7,28,21,0.794492558
2018,7,28,22,0.772815101
2018,7,28,23,0.731237223
2018,7,28,24,0.636581242
2018,7,29,1,0.406823886
2018,7,29,2,0.011635013
2018,7,29,3,0
2018,7,29,4,0
2018,7,29,5,0
2018,7,29,6,0
2018,7,29,7,0
2018,7,29,8,0
2018,7,29,9,0
2018,7,29,10,0
2018,7,29,11,0
2018,7,29,12,0
2018,7,29,13,0.174809686
2018,7,29,14,0.507359397
2018,7,29,15,0.699442391
2018,7,29,16,0.767040926
2018,7,29,17,0.79142048
2018,7,29,18,0.797572017
2018,7,29,19,0.792179441
2018,7,29,20,0.789481641
2018,7,29,21,0.7841248
2018,7,29,22,0.757004682
2018,7,29,23,0.702934837
2018,7,29,24,0.598108936
2018,7,30,1,0.372647652
2018,7,30,2,0.009281818
2018,7,30,3,0
2018,7,30,4,0
2018,7,30,5,0
2018,7,30,6,0
2018,7,30,7,0
2018,7,30,8,0
2018,7,30,9,0
2018,7,30,10,0
2018,7,30,11,0
2018,7,30,12,0
2018,7,30,13,0.086851629
2018,7,30,14,0.348901431
2018,7,30,15,0.56654047
2018,7,30,16,0.707889478
2018,7,30,17,0.734201878
2018,7,30,18,0.723624685
2018,7,30,19,0.701473714
2018,7,30,20,0.685810826
2018,7,30,21,0.663257866
2018,7,30,22,0.58853266
2018,7,30,23,0.534724318
2018,7,30,24,0.413209449
2018,7,31,1,0.238594506
2018,7,31,2,0.007602622
2018,7,31,3,0
2018,7,31,4,0
2018,7,31,5,0
2018,7,31,6,0
2018,7,31,7,0
2018,7,31,8,0
2018,7,31,9,0
2018,7,31,10,0
2018,7,31,11,0
2018,7,31,12,0
2018,7,31,13,0.064033473
2018,7,31,14,0.199562958
2018,7,31,15,0.337244697
2018,7,31,16,0.482863951
2018,7,31,17,0.584368191
2018,7,31,18,0.652585139
2018,7,31,19,0.682587992
2018,7,31,20,0.694354668
2018,7,31,21,0.691583506
2018,7,31,22,0.630123162
2018,7,31,23,0.556478043
2018,7,31,24,0.442241991
2018,8,1,1,0.265922268
2018,8,1,2,0.007849269
2018,8,1,3,0
2018,8,1,4,0
2018,8,1,5,0
2018,8,1,6,0
2018,8,1,7,0
2018,8,1,8,0
2018,8,1,9,0
2018,8,1,10,0
2018,8,1,11,0
2018,8,1,12,0
2018,8,1,13,0.116042456
2018,8,1,14,0.547344377
2018,8,1,15,0.716847569
2018,8,1,16,0.794404112
2018,8,1,17,0.802647853
2018,8,1,18,0.804587507
2018,8,1,19,0.789272099
2018,8,1,20,0.774252402
2018,8,1,21,0.766758886
2018,8,1,22,0.736124722
2018,8,1,23,0.68453707
2018,8,1,24,0.558472175
2018,8,2,1,0.334882853
2018,8,2,2,0.005697866
2018,8,2,3,0
2018,8,2,4,0
2018,8,2,5,0
2018,8,2,6,0
2018,8,2,7,0
2018,8,2,8,0
2018,8,2,9,0
2018,8,2,10,0
2018,8,2,11,0
2018,8,2,12,0
2018,8,2,13,0.049329601
2018,8,2,14,0.299347098
2018,8,2,15,0.552990466
2018,8,2,16,0.708984166
2018,8,2,17,0.760169475
2018,8,2,18,0.755987891
2018,8,2,19,0.749601644
2018,8,2,20,0.739057487
2018,8,2,21,0.729760533
2018,8,2,22,0.676508838
2018,8,2,23,0.596097332
2018,8,2,24,0.457091014
2018,8,3,1,0.2544871
2018,8,3,2,0.005265002
2018,8,3,3,0
2018,8,3,4,0
2018,8,3,5,0
2018,8,3,6,0
2018,8,3,7,0
2018,8,3,8,0
2018,8,3,9,0
2018,8,3,10,0
2018,8,3,11,0
2018,8,3,12,0
2018,8,3,13,0.066359847
2018,8,3,14,0.235421529
2018,8,3,15,0.379764113
2018,8,3,16,0.485028937
2018,8,3,17,0.530970578
2018,8,3,18,0.562607132
2018,8,3,19,0.582759069
2018,8,3,20,0.574643918
2018,8,3,21,0.544846932
2018,8,3,22,0.489300845
2018,8,3,23,0.409815591
2018,8,3,24,0.278620913
2018,8,4,1,0.129541272
2018,8,4,2,0.001626569
2018,8,4,3,0
2018,8,4,4,0
2018,8,4,5,0
2018,8,4,6,0
2018,8,4,7,0
2018,8,4,8,0
2018,8,4,9,0
2018,8,4,10,0
2018,8,4,11,0
2018,8,4,12,0
2018,8,4,13,0.096152435
2018,8,4,14,0.426580819
2018,8,4,15,0.608358904
2018,8,4,16,0.698235405
2018,8,4,17,0.730081623
2018,8,4,18,0.746262948
2018,8,4,19,0.753331296
2018,8,4,20,0.7448915
2018,8,4,21,0.711786528
2018,8,4,22,0.656479954
2018,8,4,23,0.614638434
2018,8,4,24,0.508958002
2018,8,5,1,0.31919048
2018,8,5,2,0.003762499
2018,8,5,3,0
2018,8,5,4,0
2018,8,5,5,0
2018,8,5,6,0
2018,8,5,7,0
2018,8,5,8,0
2018,8,5,9,0
2018,8,5,10,0
2018,8,5,11,0
2018,8,5,12,0
2018,8,5,13,0.112050032
2018,8,5,14,0.527971517
2018,8,5,15,0.70323967
2018,8,5,16,0.777275
2018,8,5,17,0.806640408
2018,8,5,18,0.813688534
2018,8,5,19,0.80644926
2018,8,5,20,0.804866795
2018,8,5,21,0.803206752
2018,8,5,22,0.789549703
2018,8,5,23,0.747535419
2018,8,5,24,0.650813406
2018,8,6,1,0.413931138
2018,8,6,2,0.003145439
2018,8,6,3,0
2018,8,6,4,0
2018,8,6,5,0
2018,8,6,6,0
2018,8,6,7,0
2018,8,6,8,0
2018,8,6,9,0
2018,8,6,10,0
2018,8,6,11,0
2018,8,6,12,0
2018,8,6,13,0.095447227
2018,8,6,14,0.513009233
2018,8,6,15,0.703065383
2018,8,6,16,0.772326315
2018,8,6,17,0.823047837
2018,8,6,18,0.822147174
2018,8,6,19,0.810673107
2018,8,6,20,0.804837018
2018,8,6,21,0.799759462
2018,8,6,22,0.779877918
2018,8,6,23,0.741670417
2018,8,6,24,0.616143502
2018,8,7,1,0.390886114
2018,8,7,2,0.002580292
2018,8,7,3,0
2018,8,7,4,0
2018,8,7,5,0
2018,8,7,6,0
2018,8,7,7,0
2018,8,7,8,0
2018,8,7,9,0
2018,8,7,10,0
2018,8,7,11,0
2018,8,7,12,0
2018,8,7,13,0.090007638
2018,8,7,14,0.50450345
2018,8,7,15,0.710275612
2018,8,7,16,0.769093752
2018,8,7,17,0.794720214
2018,8,7,18,0.801769655
2018,8,7,19,0.79324385
2018,8,7,20,0.788978474
2018,8,7,21,0.784157387
2018,8,7,22,0.768046319
2018,8,7,23,0.733230846
2018,8,7,24,0.601624545
2018,8,8,1,0.38261037
2018,8,8,2,0.002185487
2018,8,8,3,0
2018,8,8,4,0
2018,8,8,5,0
2018,8,8,6,0
2018,8,8,7,0
2018,8,8,8,0
2018,8,8,9,0
2018,8,8,10,0
2018,8,8,11,0
2018,8,8,12,0
2018,8,8,13,0.036215909
2018,8,8,14,0.42602017
2018,8,8,15,0.614283757
2018,8,8,16,0.704014207
2018,8,8,17,0.752472085
2018,8,8,18,0.771610444
2018,8,8,19,0.754911227
2018,8,8,20,0.732183556
2018,8,8,21,0.709789721
2018,8,8,22,0.677041328
2018,8,8,23,0.633008451
2018,8,8,24,0.512065184
2018,8,9,1,0.286249123
2018,8,9,2,0.001296468
2018,8,9,3,0
2018,8,9,4,0
2018,8,9,5,0
2018,8,9,6,0
2018,8,9,7,0
2018,8,9,8,0
2018,8,9,9,0
2018,8,9,10,0
2018,8,9,11,0
2018,8,9,12,0
2018,8,9,13,0.045244523
2018,8,9,14,0.351598305
2018,8,9,15,0.584255427
2018,8,9,16,0.689686227
2018,8,9,17,0.701398256
2018,8,9,18,0.698320749
2018,8,9,19,0.660640907
2018,8,9,20,0.606343347
2018,8,9,21,0.546610135
2018,8,9,22,0.435982411
2018,8,9,23,0.311426632
2018,8,9,24,0.189822033
2018,8,10,1,0.088763303
2018,8,10,2,0.000284845
2018,8,10,3,0
2018,8,10,4,0
2018,8,10,5,0
2018,8,10,6,0
2018,8,10,7,0
2018,8,10,8,0
2018,8,10,9,0
2018,8,10,10,0
2018,8,10,11,0
2018,8,10,12,0
2018,8,10,13,0.043228491
2018,8,10,14,0.224697555
2018,8,10,15,0.375952589
2018,8,10,16,0.46071688
2018,8,10,17,0.495339454
2018,8,10,18,0.497942681
2018,8,10,19,0.477644522
2018,8,10,20,0.440084134
2018,8,10,21,0.385350866
2018,8,10,22,0.291829458
2018,8,10,23,0.211792537
2018,8,10,24,0.144285383
2018,8,11,1,0.065487091
2018,8,11,2,0.000200571
2018,8,11,3,0
2018,8,11,4,0
2018,8,11,5,0
2018,8,11,6,0
2018,8,11,7,0
2018,8,11,8,0
2018,8,11,9,0
2018,8,11,10,0
2018,8,11,11,0
2018,8,11,12,0
2018,8,11,13,0.031517062
2018,8,11,14,0.185628559
2018,8,11,15,0.331678921
2018,8,11,16,0.407594549
2018,8,11,17,0.429844287
2018,8,11,18,0.439051391
2018,8,11,19,0.440385408
2018,8,11,20,0.414609595
2018,8,11,21,0.367407035
2018,8,11,22,0.283064223
2018,8,11,23,0.214162817
2018,8,11,24,0.13836562
2018,8,12,1,0.06151932
2018,8,12,2,0.000405024
2018,8,12,3,0
2018,8,12,4,0
2018,8,12,5,0
2018,8,12,6,0
2018,8,12,7,0
2018,8,12,8,0
2018,8,12,9,0
2018,8,12,10,0
2018,8,12,11,0
2018,8,12,12,0
2018,8,12,13,0.025686292
2018,8,12,14,0.192983007
2018,8,12,15,0.350407353
2018,8,12,16,0.445557132
2018,8,12,17,0.499837258
2018,8,12,18,0.521121548
2018,8,12,19,0.50906782
2018,8,12,20,0.481209015
2018,8,12,21,0.425319676
2018,8,12,22,0.33545422
2018,8,12,23,0.248610887
2018,8,12,24,0.16584673
2018,8,13,1,0.074309759
2018,8,13,2,0.000603079
2018,8,13,3,0
2018,8,13,4,0
2018,8,13,5,0
2018,8,13,6,0
2018,8,13,7,0
2018,8,13,8,0
2018,8,13,9,0
2018,8,13,10,0
2018,8,13,11,0
2018,8,13,12,0
2018,8,13,13,0.026201734
2018,8,13,14,0.379544691
2018,8,13,15,0.597108597
2018,8,13,16,0.70949435
2018,8,13,17,0.734997794
2018,8,13,18,0.735901351
2018,8,13,19,0.730299119
2018,8,13,20,0.726669236
2018,8,13,21,0.725353393
2018,8,13,22,0.693017534
2018,8,13,23,0.62007755
2018,8,13,24,0.493053714
2018,8,14,1,0.287683563
2018,8,14,2,0.000713418
2018,8,14,3,0
2018,8,14,4,0
2018,8,14,5,0
2018,8,14,6,0
2018,8,14,7,0
2018,8,14,8,0
2018,8,14,9,0
2018,8,14,10,0
2018,8,14,11,0
2018,8,14,12,0
2018,8,14,13,0.023647238
2018,8,14,14,0.410520422
2018,8,14,15,0.662312893
2018,8,14,16,0.749550628
2018,8,14,17,0.773685625
2018,8,14,18,0.773399955
2018,8,14,19,0.760431659
2018,8,14,20,0.747214312
2018,8,14,21,0.731293723
2018,8,14,22,0.699696462
2018,8,14,23,0.639483403
2018,8,14,24,0.5135542
2018,8,15,1,0.291278333
2018,8,15,2,0.000605468
2018,8,15,3,0
2018,8,15,4,0
2018,8,15,5,0
2018,8,15,6,0
2018,8,15,7,0
2018,8,15,8,0
2018,8,15,9,0
2018,8,15,10,0
2018,8,15,11,0
2018,8,15,12,0
2018,8,15,13,0.018091478
2018,8,15,14,0.406367926
2018,8,15,15,0.650202126
2018,8,15,16,0.759814441
2018,8,15,17,0.771699127
2018,8,15,18,0.761149035
2018,8,15,19,0.745827778
2018,8,15,20,0.708810196
2018,8,15,21,0.644304662
2018,8,15,22,0.543517605
2018,8,15,23,0.449624591
2018,8,15,24,0.323537714
2018,8,16,1,0.162701595
2018,8,16,2,0.000277534
2018,8,16,3,0
2018,8,16,4,0
2018,8,16,5,0
2018,8,16,6,0
2018,8,16,7,0
2018,8,16,8,0
2018,8,16,9,0
2018,8,16,10,0
2018,8,16,11,0
2018,8,16,12,0
